order_id,paymentTypeId,paymentName,amount,currency,insertDate
138785284,3,Multinet,218.9,TRY,2023-09-01T19:14:37.557
138786167,2,Kredi Kartı,217.9,TRY,2023-09-01T19:14:38.463
138786241,2,Kredi Kartı,207.9,TRY,2023-09-01T19:28:42.29
138786592,33,Getir Online,244.9,TRY,2023-09-01T19:04:43.36
138787706,29,YS Online,285.9,TRY,2023-09-01T19:50:29.79
138788117,26,Metropol,462.8,TRY,2023-09-01T19:28:47.397
138789164,5,SetCard,224.9,TRY,2023-09-01T19:28:46.437
138790149,33,Getir Online,217.9,TRY,2023-09-01T19:50:31.94
138791016,90,Trendyol Online,329.9,TRY,2023-09-01T19:50:35.613
138791308,2,Kredi Kartı,234.9,TRY,2023-09-01T18:53:32.167
138791523,2,Kredi Kartı,448.55,TRY,2023-09-01T19:00:56.683
