orderId,productId,featureName,featureId,additionalPrice
256769074,6201435,Cajun Baharatı İstiyorum,602098,0.0
256769074,6201435,Normal Pişim,602102,0.0
256769074,6201435,Eldiven İstiyorum,602096,0.0
256770626,987154,Cajun Baharatı İstiyorum,602098,0.0
256770626,987154,Normal Pişim,602102,0.0
256773159,980599,Cajun Baharatı İstiyorum,602098,0.0
256773159,980599,Normal Pişim,602102,0.0
256773159,980599,Cajun Baharatı İstiyorum,602098,0.0
256773159,980599,Normal Pişim,602102,0.0
256789066,980599,Cajun Baharatı İstiyorum,602098,0.0
256789066,980599,Normal Pişim,602102,0.0
256816369,987182,Eldiven İstiyorum,602096,0.0
256816369,987182,Cajun Baharatı İstiyorum,602098,0.0
256816369,987186,Extra Cheddar,415824,15.0
256816369,987186,Eldiven İstiyorum,602096,0.0
256816369,987186,Cajun Baharatı İstiyorum,602098,0.0
256816369,987186,B ÖZEL SOS İSTEMİYORUM,911613,0.0
256834440,980599,Cajun Baharatı İstiyorum,602098,0.0
256838232,980599,Cajun Baharatı İstiyorum,602098,0.0
256838232,980599,Eldiven İstiyorum,602096,0.0
256843322,980599,Cajun Baharatı İstiyorum,602098,0.0
256843322,980599,Normal Pişim,602102,0.0
256843322,980599,KARAMELİZE SOĞAN İSTEMİYORUM,911610,-1.0
256843322,987155,Cajun Baharatı İstiyorum,602098,0.0
256843322,987155,Eldiven İstiyorum,602096,0.0
256843322,987155,Normal Pişim,602102,0.0
256851088,987155,Cajun Baharatı İstiyorum,602098,0.0
256851088,987155,Eldiven İstiyorum,602096,0.0
256851088,987155,Normal Pişim,602102,0.0
256884417,980599,Cajun Baharatı İstiyorum,602098,0.0
256884417,980599,Normal Pişim,602102,0.0
256884417,980599,Cajun Baharatı İstiyorum,602098,0.0
256884417,980599,Normal Pişim,602102,0.0
256884417,980599,ET EKMEK ÇOCUK MENÜ,911609,-15.0
256919705,980599,Cajun Baharatı İstiyorum,602098,0.0
256919705,980599,Normal Pişim,602102,0.0
256919705,980599,FÜME ET İSTEMİYORUM,911612,-5.0
256940463,980599,Cajun Baharatı İstiyorum,602098,0.0
256940463,980599,Eldiven İstiyorum,602096,0.0
256940463,980599,Normal Pişim,602102,0.0
256961614,987154,Cajun Baharatı İstiyorum,602098,0.0
256961614,987154,Normal Pişim,602102,0.0
256967558,980599,Cajun Baharatı İstiyorum,602098,0.0
256967558,980599,Normal Pişim,602102,0.0
256979592,6201435,Cajun Baharatı İstiyorum,602098,0.0
256979592,6201435,Normal Pişim,602102,0.0
256979592,6201435,Eldiven İstiyorum,602096,0.0
257007649,980599,Cajun Baharatı İstiyorum,602098,0.0
257007649,980599,Normal Pişim,602102,0.0
257019267,980599,Cajun Baharatı İstiyorum,602098,0.0
257019267,980599,Normal Pişim,602102,0.0
257021861,987155,Cajun Baharatı İstiyorum,602098,0.0
257023993,980599,Cajun Baharatı İstiyorum,602098,0.0
257023993,980599,Eldiven İstiyorum,602096,0.0
257023993,980599,Normal Pişim,602102,0.0
257041444,980599,ET EKMEK ÇOCUK MENÜ,911609,-15.0
257041444,980599,Cajun Baharatı İstiyorum,602098,0.0
257041444,980599,Normal Pişim,602102,0.0
257044888,6201435,Cajun Baharatı İstiyorum,602098,0.0
257044888,6201435,Normal Pişim,602102,0.0
257044888,6201435,Eldiven İstiyorum,602096,0.0
257051950,980599,Cajun Baharatı İstiyorum,602098,0.0
257051950,980599,Normal Pişim,602102,0.0
257051950,980599,KARAMELİZE SOĞAN İSTEMİYORUM,911610,-1.0
257051950,980599,Cajun Baharatı İstiyorum,602098,0.0
257051950,980599,Normal Pişim,602102,0.0
